img,age,readable
2006_02135sep2_t02a.jpg,9.0,2
2006_02135sep2_t02b.jpg,9.0,2
2006_02135sep2_t04.jpg,4.0,1
2006_02135sep2_t05a.jpg,3.0,2
2006_02135sep2_t05b.jpg,3.0,2
2006_02135sep2_t06a.jpg,3.0,2
2006_02135sep2_t06b.jpg,3.0,2
2006_02135sep2_t07a.jpg,3.0,2
2006_02135sep2_t07b.jpg,3.0,2
2006_02135sep2_t08a.jpg,3.0,2
2006_02135sep2_t08b.jpg,3.0,2
2006_02135sep3_t01a.jpg,1.0,2
2006_02135sep3_t01b.jpg,1.0,2
2006_02135sep3_t02a.jpg,2.0,2
2006_02135sep3_t02b.jpg,2.0,2
2006_02135sep3_t03a.jpg,1.0,2
2006_02135sep3_t03b.jpg,1.0,2
2006_02135sep3_t04.jpg,2.0,1
2006_02135sep3_t05a.jpg,1.0,2
2006_02135sep3_t05b.jpg,1.0,2
2006_02136sep1_t01a.jpg,6.0,2
2006_02136sep1_t01b.jpg,6.0,2
2006_02136sep1_t02.jpg,6.0,1
2006_02136sep1_t04a.jpg,7.0,2
2006_02136sep1_t04b.jpg,7.0,2
2006_02136sep1_t05a.jpg,3.0,2
2006_02136sep1_t05b.jpg,3.0,2
2006_02136sep1_t06a.jpg,4.0,2
2006_02136sep1_t06b.jpg,4.0,2
2006_02136sep1_t07.jpg,6.0,1
2006_02136sep1_t08.jpg,3.0,1
2006_02136sep1_t10a.jpg,3.0,2
2006_02136sep1_t10b.jpg,3.0,2
2006_02136sep1_t12a.jpg,3.0,2
2006_02136sep1_t12b.jpg,3.0,2
2006_02136sep1_t13a.jpg,4.0,2
2006_02136sep1_t13b.jpg,4.0,2
2006_02136sep1_t15a.jpg,5.0,2
2006_02136sep1_t15b.jpg,5.0,2
2006_02136sep1_t16.jpg,5.0,1
2006_02136sep1_t17.jpg,5.0,1
2006_02136sep1_t18a.jpg,7.0,2
2006_02136sep1_t18b.jpg,7.0,2
2006_02136sep1_t19a.jpg,3.0,2
2006_02136sep1_t19b.jpg,3.0,2
2006_02136sep1_t20a.jpg,5.0,2
2006_02136sep1_t20b.jpg,5.0,2
2006_02136sep1_t21a.jpg,4.0,2
2006_02136sep1_t21b.jpg,4.0,2
2006_02136sep1_t22a.jpg,5.0,2
2006_02136sep1_t22b.jpg,5.0,2
2006_02136sep1_t23a.jpg,5.0,2
2006_02136sep1_t23b.jpg,5.0,2
2006_02136sep2_t01.jpg,8.0,1
2006_02136sep2_t02a.jpg,6.0,2
2006_02136sep2_t02b.jpg,6.0,2
2006_02136sep2_t03.jpg,6.0,1
2006_02136sep2_t04a.jpg,7.0,2
2006_02136sep2_t04b.jpg,7.0,2
2006_02136sep2_t05a.jpg,7.0,2
2006_02136sep2_t05b.jpg,7.0,2
2006_02136sep2_t06a.jpg,4.0,2
2006_02136sep2_t06b.jpg,4.0,2
2006_02136sep2_t07a.jpg,8.0,2
2006_02136sep2_t07b.jpg,8.0,2
2006_02136sep2_t08a.jpg,7.0,2
2006_02136sep2_t08b.jpg,7.0,2
2006_02136sep2_t09a.jpg,3.0,2
2006_02136sep2_t09b.jpg,3.0,2
2006_02136sep2_t10a.jpg,4.0,2
2006_02136sep2_t10b.jpg,4.0,2
2006_02136sep2_t11a.jpg,4.0,2
2006_02136sep2_t11b.jpg,4.0,2
2006_02136sep2_t12a.jpg,3.0,2
2006_02136sep2_t12b.jpg,3.0,2
2006_02136sep2_t13a.jpg,4.0,2
2006_02136sep2_t13b.jpg,4.0,2
2006_02136sep2_t14a.jpg,7.0,2
2006_02136sep2_t14b.jpg,7.0,2
2006_02136sep2_t15a.jpg,10.0,2
2006_02136sep2_t15b.jpg,10.0,2
2006_02136sep2_t16a.jpg,8.0,2
2006_02136sep2_t16b.jpg,8.0,2
2006_02136sep2_t17a.jpg,9.0,2
2006_02136sep2_t17b.jpg,9.0,2
2006_02136sep2_t18a.jpg,9.0,2
2006_02136sep2_t18b.jpg,9.0,2
2006_02136sep2_t19.jpg,3.0,1
2006_02136sep3_t02.jpg,1.0,1
2006_02136sep3_t1.jpg,1.0,1
2006_02137sep1_t01a.jpg,6.0,2
2006_02137sep1_t01b.jpg,6.0,2
2006_02137sep1_t02.jpg,6.0,1
2006_02137sep2_t01a.jpg,5.0,2
2006_02137sep2_t01b.jpg,5.0,2
2006_02137sep2_t02a.jpg,4.0,2
2006_02137sep2_t02b.jpg,4.0,2
2006_02137sep2_t03a.jpg,10.0,2
2006_02137sep2_t03b.jpg,10.0,2
2006_02137sep2_t04a.jpg,7.0,2
2006_02137sep2_t04b.jpg,7.0,2
2006_02141sep1_t01a.jpg,6.0,2
2006_02141sep1_t01b.jpg,6.0,2
2006_02141sep1_t02a.jpg,6.0,2
2006_02141sep1_t02b.jpg,6.0,2
2006_02141sep1_t03a.jpg,9.0,2
2006_02141sep1_t03b.jpg,9.0,2
2006_02141sep1_t04a.jpg,7.0,2
2006_02141sep1_t04b.jpg,7.0,2
2006_02141sep1_t06a.jpg,3.0,2
2006_02141sep1_t06b.jpg,3.0,2
2006_02141sep1_t07a.jpg,10.0,2
2006_02141sep1_t07b.jpg,10.0,2
2006_02141sep1_t08a.jpg,9.0,2
2006_02141sep1_t08b.jpg,9.0,2
2006_02141sep1_t10a.jpg,4.0,2
2006_02141sep1_t10b.jpg,4.0,2
2006_02141sep1_t11a.jpg,3.0,2
2006_02141sep1_t11b.jpg,3.0,2
2006_02141sep1_t12a.jpg,3.0,2
2006_02141sep1_t12b.jpg,3.0,2
2006_02141sep2_t01a.jpg,9.0,2
2006_02141sep2_t01b.jpg,9.0,2
2006_02141sep2_t02a.jpg,9.0,2
2006_02141sep2_t02b.jpg,9.0,2
2006_02141sep2_t03a.jpg,8.0,2
2006_02141sep2_t03b.jpg,8.0,2
2006_02141sep2_t04a.jpg,9.0,2
2006_02141sep2_t04b.jpg,9.0,2
2006_02141sep2_t05a.jpg,10.0,2
2006_02141sep2_t05b.jpg,10.0,2
2006_02141sep2_t06a.jpg,8.0,2
2006_02141sep2_t06b.jpg,8.0,2
2006_02141sep2_t07a.jpg,8.0,2
2006_02141sep2_t07b.jpg,8.0,2
2006_02141sep2_t08.jpg,8.0,1
2006_02141sep2_t09a.jpg,7.0,2
2006_02141sep2_t09b.jpg,7.0,2
2006_02141sep2_t10a.jpg,10.0,2
2006_02141sep2_t10b.jpg,10.0,2
2006_02141sep2_t11a.jpg,6.0,2
2006_02141sep2_t11b.jpg,6.0,2
2006_02141sep2_t12a.jpg,8.0,2
2006_02141sep2_t12b.jpg,8.0,2
2006_02141sep2_t13a.jpg,6.0,2
2006_02141sep2_t13b.jpg,6.0,2
2006_02141sep2_t15a.jpg,3.0,2
2006_02141sep2_t15b.jpg,3.0,2
2006_02141sep2_t16a.jpg,4.0,2
2006_02141sep2_t16b.jpg,4.0,2
2006_02141sep2_t17a.jpg,2.0,2
2006_02141sep2_t17b.jpg,2.0,2
2006_02141sep2_t18a.jpg,3.0,2
2006_02141sep2_t18b.jpg,3.0,2
2006_02142sep2_t01a.jpg,6.0,2
2006_02142sep2_t01b.jpg,6.0,2
2006_02142sep2_t02a.jpg,3.0,2
2006_02142sep2_t02b.jpg,3.0,2
2006_02142sep2_t03.jpg,4.0,1
2006_02142sep2_t04a.jpg,10.0,2
2006_02142sep2_t04b.jpg,10.0,2
2006_02142sep2_t05a.jpg,4.0,2
2006_02142sep2_t05b.jpg,4.0,2
2006_02142sep2_t06a.jpg,2.0,2
2006_02142sep2_t06b.jpg,2.0,2
2006_02143sep1_t01a.jpg,8.0,2
2006_02143sep1_t01b.jpg,8.0,2
2006_02143sep1_t02.jpg,7.0,1
2006_02143sep1_t03a.jpg,6.0,2
2006_02143sep1_t03b.jpg,6.0,2
2006_02143sep1_t04a.jpg,4.0,2
2006_02143sep1_t04b.jpg,4.0,2
2006_02143sep1_t05a.jpg,9.0,2
2006_02143sep1_t05b.jpg,9.0,2
2006_02143sep1_t06a.jpg,8.0,2
2006_02143sep1_t06b.jpg,8.0,2
2006_02143sep1_t07a.jpg,8.0,2
2006_02143sep1_t07b.jpg,8.0,2
2006_02143sep1_t08a.jpg,8.0,2
2006_02143sep1_t08b.jpg,8.0,2
2006_02143sep1_t09a.jpg,7.0,2
2006_02143sep1_t09b.jpg,7.0,2
2006_02143sep1_t10a.jpg,5.0,2
2006_02143sep1_t10b.jpg,5.0,2
2006_02143sep1_t11a.jpg,2.0,2
2006_02143sep1_t11b.jpg,2.0,2
2006_02143sep2_t01a.jpg,7.0,2
2006_02143sep2_t01b.jpg,7.0,2
2006_02143sep2_t02a.jpg,4.0,2
2006_02143sep2_t02b.jpg,4.0,2
2006_02148sep1_t01a.jpg,8.0,2
2006_02148sep1_t01b.jpg,8.0,2
2006_02148sep1_t02a.jpg,7.0,2
2006_02148sep1_t02b.jpg,7.0,2
2006_02148sep1_t04a.jpg,5.0,2
2006_02148sep1_t04b.jpg,5.0,2
2006_02148sep1_t05a.jpg,8.0,2
2006_02148sep1_t05b.jpg,8.0,2
2006_02148sep2_t01a.jpg,11.0,2
2006_02148sep2_t01b.jpg,11.0,2
2006_02148sep2_t02a.jpg,5.0,2
2006_02148sep2_t02b.jpg,5.0,2
2006_02148sep2_t03a.jpg,7.0,2
2006_02148sep2_t03b.jpg,7.0,2
2006_02150sep1_t01a.jpg,3.0,2
2006_02150sep1_t01b.jpg,3.0,2
2006_02150sep2_t01a.jpg,3.0,2
2006_02150sep2_t01b.jpg,3.0,2
2006_02150sep2_t02a.jpg,3.0,2
2006_02150sep2_t02b.jpg,3.0,2
2006_02150sep2_t03a.jpg,2.0,2
2006_02150sep2_t03b.jpg,2.0,2
2006_02151sep1_t01a.jpg,2.0,2
2006_02151sep1_t01b.jpg,2.0,2
2006_02151sep1_t02a.jpg,4.0,2
2006_02151sep1_t02b.jpg,4.0,2
2006_02151sep1_t03a.jpg,6.0,2
2006_02151sep1_t03b.jpg,6.0,2
2006_02151sep1_t04a.jpg,5.0,2
2006_02151sep1_t04b.jpg,5.0,2
2006_02151sep1_t05a.jpg,3.0,2
2006_02151sep1_t05b.jpg,3.0,2
2006_02151sep2_t01a.jpg,5.0,2
2006_02151sep2_t01b.jpg,5.0,2
2006_02151sep2_t02a.jpg,6.0,2
2006_02151sep2_t02b.jpg,6.0,2
2006_02151sep2_t03a.jpg,8.0,2
2006_02151sep2_t03b.jpg,8.0,2
2006_02151sep2_t04a.jpg,4.0,2
2006_02151sep2_t04b.jpg,4.0,2
2006_02151sep2_t05a.jpg,3.0,2
2006_02151sep2_t05b.jpg,3.0,2
2006_02151sep2_t06a.jpg,3.0,2
2006_02151sep2_t06b.jpg,3.0,2
2006_02151sep2_t07a.jpg,4.0,2
2006_02151sep2_t07b.jpg,4.0,2
2006_02151sep2_t08a.jpg,7.0,2
2006_02151sep2_t08b.jpg,7.0,2
2006_02151sep2_t09a.jpg,3.0,2
2006_02151sep2_t09b.jpg,3.0,2
2006_02151sep2_t10a.jpg,2.0,2
2006_02151sep2_t10b.jpg,2.0,2
2006_02151sep2_t11a.jpg,3.0,2
2006_02151sep2_t11b.jpg,3.0,2
2006_02151sep2_t12a.jpg,4.0,2
2006_02151sep2_t12b.jpg,4.0,2
2006_02151sep2_t13a.jpg,4.0,2
2006_02151sep2_t13b.jpg,4.0,2
2006_02151sep2_t14a.jpg,4.0,2
2006_02151sep2_t14b.jpg,4.0,2
2006_02154sep1_t01.jpg,5.0,1
2006_02154sep1_t02a.jpg,6.0,2
2006_02154sep1_t02b.jpg,6.0,2
2006_02154sep1_t03a.jpg,4.0,2
2006_02154sep1_t03b.jpg,4.0,2
2006_02154sep1_t04a.jpg,4.0,2
2006_02154sep1_t04b.jpg,4.0,2
2006_02154sep1_t05a.jpg,3.0,2
2006_02154sep1_t05b.jpg,3.0,2
2006_02154sep1_t06a.jpg,3.0,2
2006_02154sep1_t06b.jpg,3.0,2
2006_02154sep1_t07a.jpg,4.0,2
2006_02154sep1_t07b.jpg,4.0,2
2006_02154sep1_t08a.jpg,3.0,2
2006_02154sep1_t08b.jpg,3.0,2
2006_02154sep1_t09a.jpg,3.0,2
2006_02154sep1_t09b.jpg,3.0,2
2006_02154sep2_t01a.jpg,4.0,2
2006_02154sep2_t01b.jpg,4.0,2
2006_02154sep2_t04a.jpg,4.0,2
2006_02154sep2_t04b.jpg,4.0,2
2006_02154sep2_t05a.jpg,3.0,2
2006_02154sep2_t05b.jpg,3.0,2
2006_02154sep2_t06a.jpg,3.0,2
2006_02154sep2_t06b.jpg,3.0,2
2006_02154sep2_t07a.jpg,3.0,2
2006_02154sep2_t07b.jpg,3.0,2
2006_02154sep3_t01a.jpg,3.0,2
2006_02154sep3_t01b.jpg,3.0,2
2006_02154sep3_t02a.jpg,3.0,2
2006_02154sep3_t02b.jpg,3.0,2
2006_02154sep3_t03a.jpg,2.0,2
2006_02154sep3_t03b.jpg,2.0,2
2006_02154sep3_t04a.jpg,3.0,2
2006_02154sep3_t04b.jpg,3.0,2
2006_02154sep3_t05a.jpg,3.0,2
2006_02154sep3_t05b.jpg,3.0,2
2006_02154sep3_t06a.jpg,3.0,2
2006_02154sep3_t06b.jpg,3.0,2
2006_02154sep3_t07a.jpg,2.0,2
2006_02154sep3_t07b.jpg,2.0,2
2006_02154sep3_t08a.jpg,3.0,2
2006_02154sep3_t08b.jpg,3.0,2
2006_02158sep2_t01a.jpg,6.0,2
2006_02158sep2_t01b.jpg,6.0,2
2006_02159sep1_t01a.jpg,4.0,2
2006_02159sep1_t01b.jpg,4.0,2
2006_02159sep1_t02a.jpg,6.0,2
2006_02159sep1_t02b.jpg,6.0,2
2006_02159sep1_t03a.jpg,4.0,2
2006_02159sep1_t03b.jpg,4.0,2
2006_02159sep1_t04a.jpg,4.0,2
2006_02159sep1_t04b.jpg,4.0,2
2006_02159sep1_t05a.jpg,4.0,2
2006_02159sep1_t05b.jpg,4.0,2
2006_02159sep2_t01a.jpg,7.0,2
2006_02159sep2_t01b.jpg,7.0,2
2006_02159sep2_t02a.jpg,4.0,2
2006_02159sep2_t02b.jpg,4.0,2
2006_02159sep3_t01a.jpg,3.0,2
2006_02159sep3_t01b.jpg,3.0,2
2006_02160sep1_t01a.jpg,6.0,2
2006_02160sep1_t01b.jpg,6.0,2
2006_02160sep1_t02a.jpg,6.0,2
2006_02160sep1_t02b.jpg,6.0,2
2006_02160sep1_t03a.jpg,3.0,2
2006_02160sep1_t03b.jpg,3.0,2
2006_02160sep1_t04a.jpg,4.0,2
2006_02160sep1_t04b.jpg,4.0,2
2006_02160sep1_t05a.jpg,4.0,2
2006_02160sep1_t05b.jpg,4.0,2
2006_02160sep1_t06a.jpg,4.0,2
2006_02160sep1_t06b.jpg,4.0,2
2006_02160sep1_t07a.jpg,3.0,2
2006_02160sep1_t07b.jpg,3.0,2
2006_02160sep1_t08a.jpg,3.0,2
2006_02160sep1_t08b.jpg,3.0,2
2006_02160sep2_t01a.jpg,7.0,2
2006_02160sep2_t01b.jpg,7.0,2
2006_02160sep2_t02a.jpg,4.0,2
2006_02160sep2_t02b.jpg,4.0,2
2006_02160sep2_t03a.jpg,3.0,2
2006_02160sep2_t03b.jpg,3.0,2
2006_02160sep2_t04a.jpg,3.0,2
2006_02160sep2_t04b.jpg,3.0,2
2006_02165sep1_t01a.jpg,5.0,2
2006_02165sep1_t01b.jpg,5.0,2
2006_02165sep1_t02a.jpg,9.0,2
2006_02165sep1_t02b.jpg,9.0,2
2006_02165sep1_t03a.jpg,8.0,2
2006_02165sep1_t03b.jpg,8.0,2
2006_02165sep1_t04a.jpg,10.0,2
2006_02165sep1_t04b.jpg,10.0,2
2006_02165sep1_t05a.jpg,8.0,2
2006_02165sep1_t05b.jpg,8.0,2
2006_02165sep1_t06a.jpg,3.0,2
2006_02165sep1_t06b.jpg,3.0,2
2006_02165sep1_t07.jpg,3.0,1
2006_02165sep1_t08a.jpg,3.0,2
2006_02165sep1_t08b.jpg,3.0,2
2006_02165sep1_t09a.jpg,3.0,2
2006_02165sep1_t09b.jpg,3.0,2
2006_02165sep1_t10a.jpg,4.0,2
2006_02165sep1_t10b.jpg,4.0,2
2006_02165sep1_t11a.jpg,6.0,2
2006_02165sep1_t11b.jpg,6.0,2
2006_02165sep1_t12a.jpg,7.0,2
2006_02165sep1_t12b.jpg,7.0,2
2006_02165sep1_t13a.jpg,6.0,2
2006_02165sep1_t13b.jpg,6.0,2
2006_02165sep1_t14a.jpg,11.0,2
2006_02165sep1_t14b.jpg,11.0,2
2006_02165sep1_t15.jpg,9.0,1
2006_02165sep1_t16a.jpg,6.0,2
2006_02165sep1_t16b.jpg,6.0,2
2006_02165sep1_t17a.jpg,5.0,2
2006_02165sep1_t17b.jpg,5.0,2
2006_02165sep1_t18a.jpg,4.0,2
2006_02165sep1_t18b.jpg,4.0,2
2006_02165sep1_t19a.jpg,4.0,2
2006_02165sep1_t19b.jpg,4.0,2
2006_02165sep1_t20a.jpg,5.0,2
2006_02165sep1_t20b.jpg,5.0,2
2006_02165sep1_t21a.jpg,5.0,2
2006_02165sep1_t21b.jpg,5.0,2
2006_02165sep2_t01a.jpg,6.0,2
2006_02165sep2_t01b.jpg,6.0,2
2006_02165sep2_t02a.jpg,6.0,2
2006_02165sep2_t02b.jpg,6.0,2
2006_02165sep2_t03a.jpg,8.0,2
2006_02165sep2_t03b.jpg,8.0,2
2006_02165sep2_t04a.jpg,7.0,2
2006_02165sep2_t04b.jpg,7.0,2
2006_02165sep2_t05a.jpg,8.0,2
2006_02165sep2_t05b.jpg,8.0,2
2006_02165sep2_t06a.jpg,7.0,2
2006_02165sep2_t06b.jpg,7.0,2
2006_02165sep2_t08.jpg,3.0,1
2006_02165sep2_t09a.jpg,4.0,2
2006_02165sep2_t09b.jpg,4.0,2
2006_02165sep2_t10a.jpg,5.0,2
2006_02165sep2_t10b.jpg,5.0,2
2006_02165sep2_t11a.jpg,4.0,2
2006_02165sep2_t11b.jpg,4.0,2
2006_02165sep2_t12a.jpg,4.0,2
2006_02165sep2_t12b.jpg,4.0,2
2006_02165sep2_t13a.jpg,3.0,2
2006_02165sep2_t13b.jpg,3.0,2
2006_02165sep2_t14.jpg,5.0,1
2006_02165sep2_t15a.jpg,4.0,2
2006_02165sep2_t15b.jpg,4.0,2
2006_02165sep2_t16a.jpg,3.0,2
2006_02165sep2_t16b.jpg,3.0,2
2006_02165sep2_t17a.jpg,10.0,2
2006_02165sep2_t17b.jpg,10.0,2
2006_02165sep2_t18a.jpg,5.0,2
2006_02165sep2_t18b.jpg,5.0,2
2006_02165sep2_t19a.jpg,5.0,2
2006_02165sep2_t19b.jpg,5.0,2
2006_02165sep2_t20a.jpg,5.0,2
2006_02165sep2_t20b.jpg,5.0,2
2006_02165sep2_t21a.jpg,5.0,2
2006_02165sep2_t21b.jpg,5.0,2
2006_02165sep3_t01a.jpg,2.0,2
2006_02165sep3_t01b.jpg,2.0,2
2006_02165sep3_t02a.jpg,1.0,2
2006_02165sep3_t02b.jpg,1.0,2
2006_02165sep3_t03a.jpg,2.0,2
2006_02165sep3_t03b.jpg,2.0,2
2006_02165sep3_t04a.jpg,2.0,2
2006_02165sep3_t04b.jpg,2.0,2
2006_02165sep3_t05a.jpg,1.0,2
2006_02165sep3_t05b.jpg,1.0,2
2006_02165sep3_t06a.jpg,1.0,2
2006_02165sep3_t06b.jpg,1.0,2
2006_02165sep3_t07a.jpg,2.0,2
2006_02165sep3_t07b.jpg,2.0,2
2006_02165sep3_t08a.jpg,1.0,2
2006_02165sep3_t08b.jpg,1.0,2
2006_02165sep3_t09a.jpg,1.0,2
2006_02165sep3_t09b.jpg,1.0,2
2006_02166sep1_t01a.jpg,2.0,2
2006_02166sep1_t01b.jpg,2.0,2
2006_02166sep1_t02a.jpg,2.0,2
2006_02166sep1_t02b.jpg,2.0,2
2006_02166sep1_t03b.jpg,10.0,2
2006_02166sep2_t01a.jpg,2.0,2
2006_02166sep2_t01b.jpg,2.0,2
2006_02167sep1_t01a.jpg,4.0,2
2006_02167sep1_t01b.jpg,4.0,2
2006_02167sep1_t02.jpg,5.0,1
2006_02167sep1_t03a.jpg,2.0,2
2006_02167sep1_t03b.jpg,2.0,2
2006_02167sep2_t01a.jpg,2.0,2
2006_02167sep2_t01b.jpg,2.0,2
2006_02168sep1_t01a.jpg,3.0,2
2006_02168sep1_t01b.jpg,3.0,2
2006_02168sep1_t02a.jpg,3.0,2
2006_02168sep1_t02b.jpg,3.0,2
2006_02168sep2_t01a.jpg,5.0,2
2006_02168sep2_t01b.jpg,5.0,2
2006_02170sep1_t01.jpg,5.0,1
2006_02170sep1_t02a.jpg,3.0,2
2006_02170sep1_t02b.jpg,3.0,2
2006_02170sep1_t03a.jpg,4.0,2
2006_02170sep1_t03b.jpg,4.0,2
2006_02170sep1_t04a.jpg,2.0,2
2006_02170sep1_t04b.jpg,2.0,2
2006_02172sep1_t01a.jpg,3.0,2
2006_02172sep1_t01b.jpg,3.0,2
2006_02175sep3_t01a.jpg,1.0,2
2006_02175sep3_t01b.jpg,1.0,2
2006_02175sep3_t02a.jpg,2.0,2
2006_02175sep3_t02b.jpg,2.0,2
2006_02175sep3_t04a.jpg,1.0,2
2006_02175sep3_t04b.jpg,1.0,2
2006_02175sep3_t05.jpg,1.0,1
2006_02175sep3_t06a.jpg,1.0,2
2006_02175sep3_t06b.jpg,1.0,2
2006_02175sep3_t07a.jpg,1.0,2
2006_02175sep3_t07b.jpg,1.0,2
2006_02175sep3_t08a.jpg,1.0,2
2006_02175sep3_t08b.jpg,1.0,2
2006_02175sep3_t09a.jpg,2.0,2
2006_02175sep3_t09b.jpg,2.0,2
2006_02175sep3_t10a.jpg,1.0,2
2006_02175sep3_t10b.jpg,1.0,2
2006_02175sep3_t11a.jpg,1.0,2
2006_02175sep3_t11b.jpg,1.0,2
2006_02177sep1_t01a.jpg,6.0,2
2006_02177sep1_t01b.jpg,6.0,2
2006_02177sep1_t02a.jpg,7.0,2
2006_02177sep1_t02b.jpg,7.0,2
2006_02177sep1_t03a.jpg,2.0,2
2006_02177sep1_t03b.jpg,2.0,2
2006_02177sep2_t01a.jpg,8.0,2
2006_02177sep2_t01b.jpg,8.0,2
2006_02178sep1_t01a.jpg,7.0,2
2006_02178sep1_t01b.jpg,7.0,2
2006_02178sep1_t02a.jpg,8.0,2
2006_02178sep1_t02b.jpg,8.0,2
2006_02178sep1_t04a.jpg,4.0,2
2006_02178sep1_t04b.jpg,4.0,2
2006_02178sep1_t05a.jpg,7.0,2
2006_02178sep1_t05b.jpg,7.0,2
2006_02178sep1_t06a.jpg,6.0,2
2006_02178sep1_t06b.jpg,6.0,2
2006_02178sep1_t07a.jpg,3.0,2
2006_02178sep1_t07b.jpg,3.0,2
2006_02178sep1_t08a.jpg,5.0,2
2006_02178sep1_t08b.jpg,5.0,2
2006_02178sep1_t09a.jpg,6.0,2
2006_02178sep1_t09b.jpg,6.0,2
2006_02178sep1_t10a.jpg,4.0,2
